,amazon_index,filename,title,author,category_id,category,meta,year,meta_author,decade,post_2010
92,674766911,0674766911.jpg,The Return of Martin Guerre,Natalie Zemon Davis,1,Biographies & Memoirs,"{""ISBN-13"": ""9780674766914"", ""Title"": ""The Return Of Martin Guerre"", ""Authors"": [""Natalie Zemon Davis"", ""Martin Guerre"", ""Arnault Du Tilh""], ""Publisher"": ""Harvard University Press"", ""Year"": ""1983"", ""Language"": ""en""}",1983,Natalie Zemon Davis,1980,pre_2010
93,1626722315,1626722315.jpg,Bad Kitty Does Not Like Dogs,Nick Bruel,4,Children's Books,"{""ISBN-13"": ""9781626722316"", ""Title"": ""Bad Kitty Does Not Like Dogs"", ""Authors"": [""Nick Bruel""], ""Publisher"": ""Macmillan"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Nick Bruel,2010,post_2010
94,374533660,0374533660.jpg,The Complete Poems,Philip Larkin,15,Literature & Fiction,"{""ISBN-13"": ""9780374533663"", ""Title"": ""The Complete Poems"", ""Authors"": [""Philip Larkin""], ""Publisher"": ""Farrar, Straus and Giroux"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Philip Larkin,2010,post_2010
97,1601254369,1601254369.jpg,Pathfinder Adventure Path: Rise of the Runelords Anniversary Edition,James Jacobs,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9781640782068"", ""Title"": ""Pathfinder Adventure Path: Rise Of The Runelords Anniversary Edition Pocket Edition"", ""Authors"": [""James Jacobs"", ""Wolfgang Baur"", ""Nicolas Logue"", ""Steve Greer"", ""Greg A. Vaughan"", ""Richard Pett""], ""Publisher"": """", ""Year"": ""2020"", ""Language"": ""en""}",2020,James Jacobs,2020,post_2010
98,1476788812,1476788812.jpg,Almost Famous Women: Stories,Megan Mayhew Bergman,15,Literature & Fiction,"{""ISBN-13"": ""9781476788814"", ""Title"": ""Almost Famous Women - Stories"", ""Authors"": [""Megan Mayhew Bergman""], ""Publisher"": ""Simon and Schuster"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Megan Mayhew Bergman,2010,post_2010
99,143105132,0143105132.jpg,The Aeneid (Penguin Classics Deluxe Edition),Virgil,15,Literature & Fiction,"{""ISBN-13"": ""9780143105138"", ""Title"": ""The Aeneid"", ""Authors"": [""Virgil""], ""Publisher"": ""Penguin Classics"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Virgil,2000,pre_2010
102,B000W7F9OS,B000W7F9OS.jpg,Travels with Charlie: Way Out West,Miles Backer,27,Teen & Young Adult,"{""ISBN-13"": ""9781609053543"", ""Title"": ""Way Out West"", ""Authors"": [""Miles Backer"", ""Chuck Nitzberg""], ""Publisher"": """", ""Year"": ""2013"", ""Language"": ""en""}",2013,Miles Backer,2010,post_2010
103,1440585148,1440585148.jpg,The Unofficial Divergent Aptitude Test: Discover Your True Faction!,Noel St. Clair,27,Teen & Young Adult,"{""ISBN-13"": ""9781440585142"", ""Title"": ""The Unofficial Divergent Aptitude Test - Discover Your True Faction!"", ""Authors"": [""Noel St. Clair""], ""Publisher"": ""Adams Media"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Noel St. Clair,2010,post_2010
104,1620311844,1620311844.jpg,Chinese New Year (Bullfrog Books: Holidays),Rebecca Pettiford,4,Children's Books,"{""ISBN-13"": ""9781620314562"", ""Title"": ""Chinese New Year"", ""Authors"": [""Rebecca Pettiford""], ""Publisher"": ""Bullfrog Books"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Rebecca Pettiford,2010,post_2010
107,1844432289,1844432289.jpg,Mysterious Disappearances (Raintree Freestyle: Out There?),John Townsend,27,Teen & Young Adult,"{""ISBN-13"": ""9781844432288"", ""Title"": ""Raintree Freestyle - Out There? Mysterious Disappearances"", ""Authors"": [""John Townsend""], ""Publisher"": ""Raintree Publishers"", ""Year"": ""2005"", ""Language"": ""en""}",2005,John Townsend,2000,pre_2010
109,736853642,0736853642.jpg,Let's Ride Bikes! (Sports and Activities),Carol K. Lindeen,4,Children's Books,"{""ISBN-13"": ""9780736853644"", ""Title"": ""Let's Ride Bikes!"", ""Authors"": [""Carol K. Lindeen""], ""Publisher"": ""Capstone"", ""Year"": ""2006"", ""Language"": ""en""}",2006,Carol K. Lindeen,2000,pre_2010
110,679890521,0679890521.jpg,"Trail of Tears (Step-Into-Reading, Step 5)",Joseph Bruchac,4,Children's Books,"{""ISBN-13"": ""9780679890522"", ""Title"": ""The Trail Of Tears"", ""Authors"": [""Joseph Bruchac"", ""Diana Magnuson""], ""Publisher"": ""Random House Books for Young Readers"", ""Year"": ""1999"", ""Language"": ""en""}",1999,Joseph Bruchac,1990,pre_2010
111,62233378,0062233378.jpg,Pretty Little Liars: Ali's Pretty Little Lies (Pretty Little Liars Companion Novel),Sara Shepard,27,Teen & Young Adult,"{""ISBN-13"": ""9780062233370"", ""Title"": ""Pretty Little Liars: Ali's Pretty Little Lies"", ""Authors"": [""Sara Shepard""], ""Publisher"": ""HarperTeen"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Sara Shepard,2010,post_2010
112,1590848799,1590848799.jpg,Bangladesh (The Growth and Influence of Islam in the Nations of Asia and Central Asia),Doris Valliant,27,Teen & Young Adult,"{""ISBN-13"": ""9781590848791"", ""Title"": ""Bangladesh"", ""Authors"": [""Doris Valliant""], ""Publisher"": ""Growth and Influence of Islam"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Doris Valliant,2000,pre_2010
113,316044822,0316044822.jpg,Hot Shot (Matt Christopher Sports Classics),Matt Christopher,4,Children's Books,"{""ISBN-13"": ""9780316044820"", ""Title"": ""Hot Shot"", ""Authors"": [""Matt Christopher""], ""Publisher"": ""Little, Brown Books for Young Readers"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Matt Christopher,2010,post_2010
115,811860620,0811860620.jpg,Night of the Moon: A Muslim Holiday Story,Hena Khan,4,Children's Books,"{""ISBN-13"": ""9780811860628"", ""Title"": ""The Night Of The Moon - A Muslim Holiday Story"", ""Authors"": [""Hena Khan""], ""Publisher"": ""Chronicle Books"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Hena Khan,2000,pre_2010
116,736815139,0736815139.jpg,Extreme Mountain Biking Moves (Behind the Moves),Kathleen W. Deady,4,Children's Books,"{""ISBN-13"": ""9780736815130"", ""Title"": ""Extreme Mountain Biking Moves"", ""Authors"": [""Kathleen W. Deady""], ""Publisher"": ""Capstone"", ""Year"": ""2003"", ""Language"": ""en""}",2003,Kathleen W. Deady,2000,pre_2010
118,2553899,0002553899.jpg,Rare Air: Michael on Michael,Michael Jordan,1,Biographies & Memoirs,"{""ISBN-13"": ""9780002553896"", ""Title"": ""Rare Air - Michael On Michael"", ""Authors"": [""Michael Jordan"", ""Walter Iooss"", ""Mark Vancil""], ""Publisher"": ""Harper San Francisco"", ""Year"": ""1993"", ""Language"": ""en""}",1993,Michael Jordan,1990,pre_2010
119,486404323,0486404323.jpg,As You Like It (Dover Thrift Editions),William Shakespeare,15,Literature & Fiction,"{""ISBN-13"": ""9780486404325"", ""Title"": ""As You Like It"", ""Authors"": [""William Shakespeare""], ""Publisher"": ""Courier Corporation"", ""Year"": ""1998"", ""Language"": ""en""}",1998,William Shakespeare,1990,pre_2010
120,044100931X,044100931X.jpg,Another Fine Myth/Myth Conceptions 2-in1 (Myth 2-in-1),Robert Asprin,24,Science Fiction & Fantasy,"{""ISBN-13"": ""9780441009312"", ""Title"": ""Another Fine Myth - Myth Conceptions"", ""Authors"": [""Robert Asprin""], ""Publisher"": ""Berkley"", ""Year"": ""2002"", ""Language"": ""en""}",2002,Robert Asprin,2000,pre_2010
123,1429648600,1429648600.jpg,The Secrets of Martial Arts: An Isabel Soto History Adventure (Graphic Expeditions),Christopher L. Harbo,4,Children's Books,"{""ISBN-13"": ""9781429639736"", ""Title"": ""The Secrets Of Martial Arts - An Isabel Soto History Adventure"", ""Authors"": [""Christopher L. Harbo"", ""Joe Staton"", ""Allen Milgrom"", ""John Graden""], ""Publisher"": ""Capstone"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Christopher L. Harbo,2010,post_2010
124,781404193,0781404193.jpg,The Big Red Tractor and the Little Village,Francis Chan,4,Children's Books,"{""ISBN-13"": ""9780781404198"", ""Title"": ""The Big Red Tractor And The Little Village"", ""Authors"": [""Francis Chan""], ""Publisher"": ""David C Cook"", ""Year"": ""2010"", ""Language"": ""en""}",2010,Francis Chan,2010,post_2010
125,8489804206,8489804206.jpg,Preguntas Al Amor (Spanish Edition),Virginie Dumont,27,Teen & Young Adult,"{""ISBN-13"": ""9788489804197"", ""Title"": ""Preguntas al amor, 8-11 a\u00f1os"", ""Authors"": [""Virginie Dumont"", ""Serge Montagnat""], ""Publisher"": ""Loguez Ediciones"", ""Year"": ""1999"", ""Language"": ""es""}",1999,Virginie Dumont,1990,pre_2010
126,802405681,0802405681.jpg,The Bare Facts DVD: 43 Questions Your Parents Hope You Never Ask About Sex,Josh McDowell,27,Teen & Young Adult,"{""ISBN-13"": ""9780802405685"", ""Title"": ""The Bare Facts - 43 Questions Your Parents Hope You Never Ask About Sex"", ""Authors"": [""Josh McDowell""], ""Publisher"": ""Moody Publishers"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Josh McDowell,2010,post_2010
127,544502698,0544502698.jpg,Ollie's Valentine (Gossie & Friends),Olivier Dunrea,4,Children's Books,"{""ISBN-13"": ""9780544502697"", ""Title"": ""Ollie's Valentine"", ""Authors"": [""Olivier Dunrea""], ""Publisher"": ""HMH Books For Young Readers"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Olivier Dunrea,2010,post_2010
128,1439183376,1439183376.jpg,Savages: A Novel,Don Winslow,15,Literature & Fiction,"{""ISBN-13"": ""9781439183366"", ""Title"": ""Savages - A Novel"", ""Authors"": [""Don Winslow""], ""Publisher"": """", ""Year"": ""2010"", ""Language"": ""en""}",2010,Don Winslow,2010,post_2010
129,1844436616,1844436616.jpg,Sound: Listen Up (Science in Your Life) (Science in Your Life),Wendy Sadler,4,Children's Books,"{""ISBN-13"": ""9781410915603"", ""Title"": ""Sound - Listen Up!"", ""Authors"": [""Wendy Sadler""], ""Publisher"": ""Capstone Classroom"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Wendy Sadler,2000,pre_2010
130,393322998,0393322998.jpg,Death and the King's Horseman: A Play,Wole Soyinka,15,Literature & Fiction,"{""ISBN-13"": ""9780393322996"", ""Title"": ""Death And The King's Horseman"", ""Authors"": [""Wole Soyinka""], ""Publisher"": ""W. W. Norton & Company"", ""Year"": ""2002"", ""Language"": ""en""}",2002,Wole Soyinka,2000,pre_2010
131,1499402503,1499402503.jpg,My Bike (Watch Me Go!),Victor Blaine,4,Children's Books,"{""ISBN-13"": ""9781499402506"", ""Title"": ""My Bike"", ""Authors"": [""Victor Blaine""], ""Publisher"": ""The Rosen Publishing Group, Inc"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Victor Blaine,2010,post_2010
135,1589520785,1589520785.jpg,Mira y La Piedra (Cuentos y Mitos de America Latina) (Spanish Edition),Melinda Lilly,4,Children's Books,"{""ISBN-13"": ""9781589520783"", ""Title"": ""Mira y la Piedra"", ""Authors"": [""Melinda Lilly"", ""Charles Reasoner"", ""Queta Fernandez""], ""Publisher"": ""Rourke Publishing (FL)"", ""Year"": ""2002"", ""Language"": ""es""}",2002,Melinda Lilly,2000,pre_2010
137,894909908,0894909908.jpg,Alcatraz Prison (In American History),Marilyn Tower Oliver,4,Children's Books,"{""ISBN-13"": ""9780894909900"", ""Title"": ""Alcatraz Prison In American History"", ""Authors"": [""Marilyn Tower Oliver""], ""Publisher"": ""Enslow Pub Incorporated"", ""Year"": ""1998"", ""Language"": ""en""}",1998,Marilyn Tower Oliver,1990,pre_2010
138,866906193,0866906193.jpg,Mathesis,Julius Firmicus Maternus,15,Literature & Fiction,"{""ISBN-13"": ""9780866906197"", ""Title"": ""Mathesis"", ""Authors"": [""Julius Firmicus Maternus""], ""Publisher"": ""American Federation of Astrologers"", ""Year"": ""2011"", ""Language"": ""en""}",2011,Julius Firmicus Maternus,2010,post_2010
141,399169482,0399169482.jpg,The Fatal Flame,Lyndsay Faye,15,Literature & Fiction,"{""ISBN-13"": ""9780425276266"", ""Title"": ""The Fatal Flame"", ""Authors"": [""Lyndsay Faye""], ""Publisher"": ""G.P. Putnam's Sons"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Lyndsay Faye,2010,post_2010
143,547429223,0547429223.jpg,Those Darn Squirrels and the Cat Next Door,Adam Rubin,4,Children's Books,"{""ISBN-13"": ""9780544809024"", ""Title"": ""Those Darn Squirrels And The Cat Next Door"", ""Authors"": [""Adam Rubin""], ""Publisher"": ""HMH Books For Young Readers"", ""Year"": ""2016"", ""Language"": ""en""}",2016,Adam Rubin,2010,post_2010
144,1585362921,1585362921.jpg,H is for Honor: A Military Family Alphabet,Devin Scillian,4,Children's Books,"{""ISBN-13"": ""9781585362929"", ""Title"": ""H Is For Honor - A Millitary Family Alphabet"", ""Authors"": [""Devin Scillian"", ""Victor Juhasz""], ""Publisher"": """", ""Year"": ""2006"", ""Language"": ""en""}",2006,Devin Scillian,2000,pre_2010
145,1557835675,1557835675.jpg,Diary of a Mad Playwright: Perilous Adventures on the Road with Mary Martin and Carol Channing (Applause Books),James Kirkwood,1,Biographies & Memoirs,"{""ISBN-13"": ""9781557835673"", ""Title"": ""Diary Of A Mad Playwright"", ""Authors"": [""James Kirkwood""], ""Publisher"": ""Hal Leonard Corporation"", ""Year"": ""2002"", ""Language"": ""en""}",2002,James Kirkwood,2000,pre_2010
146,1493527487,1493527487.jpg,Diary of a 6th Grade Ninja,Marcus Emerson,4,Children's Books,"{""ISBN-13"": ""9781493527489"", ""Title"": ""Diary Of A 6Th Grade Ninja"", ""Authors"": [""Marcus Emerson"", ""Noah Child"", ""Sal Hunter""], ""Publisher"": """", ""Year"": ""2013"", ""Language"": ""en""}",2013,Marcus Emerson,2010,post_2010
148,679722645,0679722645.jpg,The Maltese Falcon,Dashiell Hammett,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780679722649"", ""Title"": ""The Maltese Falcon"", ""Authors"": [""Dashiell Hammett""], ""Publisher"": ""Vintage Crime/Black Lizard"", ""Year"": ""1992"", ""Language"": ""en""}",1992,Dashiell Hammett,1990,pre_2010
149,141180145,0141180145.jpg,The Master and Margarita (Penguin Classics),Mikhail Bulgakov,15,Literature & Fiction,"{""ISBN-13"": ""9780141180144"", ""Title"": ""The Master And Margarita"", ""Authors"": [""Mikhail Bulgakov""], ""Publisher"": ""Penguin"", ""Year"": ""2001"", ""Language"": ""en""}",2001,Mikhail Bulgakov,2000,pre_2010
150,1940636116,1940636116.jpg,An Unexpected Attraction (Love Unexpected) (Volume 3),Delaney Diamond,22,Romance,"{""ISBN-13"": ""9781940636115"", ""Title"": ""An Unexpected Attraction"", ""Authors"": [""Delaney Diamond""], ""Publisher"": """", ""Year"": ""2015"", ""Language"": ""en""}",2015,Delaney Diamond,2010,post_2010
151,1482639629,1482639629.jpg,Shakin' the Mess Outta Misery,Shay Youngblood,15,Literature & Fiction,"{""ISBN-13"": ""9781482639629"", ""Title"": ""Shakin' The Mess Outta Misery"", ""Authors"": [""Shay Youngblood""], ""Publisher"": ""Createspace Independent Publishing Platform"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Shay Youngblood,2010,post_2010
153,425279103,0425279103.jpg,Death Takes Priority: A Postmistress Mystery,Jean Flowers,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780425279106"", ""Title"": ""Death Takes Priority"", ""Authors"": [""Jean Flowers""], ""Publisher"": ""Berkley"", ""Year"": ""2015"", ""Language"": ""en""}",2015,Jean Flowers,2010,post_2010
154,142425710,0142425710.jpg,The Ghosts of Tupelo Landing (Mo & Dale Mystery),Sheila Turnage,4,Children's Books,"{""ISBN-13"": ""9780803736719"", ""Title"": ""The Ghosts Of Tupelo Landing"", ""Authors"": [""Sheila Turnage""], ""Publisher"": ""Kathy Dawson Books"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Sheila Turnage,2010,post_2010
156,006236717X,006236717X.jpg,Writing Magic: Creating Stories that Fly,Gail Carson Levine,4,Children's Books,"{""ISBN-13"": ""9780062367174"", ""Title"": ""Writing Magic - Creating Stories That Fly"", ""Authors"": [""Gail Carson Levine""], ""Publisher"": ""HarperCollins"", ""Year"": ""2014"", ""Language"": ""en""}",2014,Gail Carson Levine,2010,post_2010
157,1442484500,1442484500.jpg,Van Fleet Animal Trio: Moo; Cat; Dog,Matthew Van Fleet,4,Children's Books,"{""ISBN-13"": ""9781442484504"", ""Title"": ""Van Fleet Animal Trio - Moo; Cat; Dog"", ""Authors"": [""Matthew Van Fleet""], ""Publisher"": ""Simon & Schuster/Paula Wiseman Books"", ""Year"": ""2013"", ""Language"": ""en""}",2013,Matthew Van Fleet,2010,post_2010
159,545208858,0545208858.jpg,The Cloud Searchers (Amulet #3),Kazu Kibuishi,4,Children's Books,"{""ISBN-13"": ""9780545208857"", ""Title"": ""Amulet - The Cloud Searchers. Book Three"", ""Authors"": [""Kazu Kibuishi""], ""Publisher"": ""Scholastic Inc."", ""Year"": ""2010"", ""Language"": ""en""}",2010,Kazu Kibuishi,2010,post_2010
160,199537348,0199537348.jpg,Le Morte Darthur: The Winchester Manuscript (Oxford World's Classics),Thomas Malory,15,Literature & Fiction,"{""ISBN-13"": ""9780199537341"", ""Title"": ""Le Morte Darthur - The Winchester Manuscript"", ""Authors"": [""Thomas Malory""], ""Publisher"": ""Oxford Paperbacks"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Thomas Malory,2000,pre_2010
161,142360556X,142360556X.jpg,Sitting Bull: His Life and Legacy,Ernie LaPointe,1,Biographies & Memoirs,"{""ISBN-13"": ""9781423605560"", ""Title"": ""Sitting Bull - His Life And Legacy"", ""Authors"": [""Ernie LaPointe""], ""Publisher"": """", ""Year"": ""2009"", ""Language"": ""en""}",2009,Ernie LaPointe,2000,pre_2010
162,810933683,0810933683.jpg,First Impressions: Francisco Goya,Ann Waldron,27,Teen & Young Adult,"{""ISBN-13"": ""9780810933682"", ""Title"": ""First Impressions - Francisco Goya"", ""Authors"": [""Ann Waldron""], ""Publisher"": ""Harry N. Abrams"", ""Year"": ""1992"", ""Language"": ""en""}",1992,Ann Waldron,1990,pre_2010
163,736868453,0736868453.jpg,The Wright Brothers and the Airplane (Inventions and Discovery),Xavier W. Niz,4,Children's Books,"{""ISBN-13"": ""9780736878975"", ""Title"": ""The Wright Brothers And The Airplane"", ""Authors"": [""Xavier W. Niz""], ""Publisher"": ""Capstone"", ""Year"": ""2007"", ""Language"": ""en""}",2007,Xavier W. Niz,2000,pre_2010
164,516041851,0516041851.jpg,Michael Chang: Tennis Champion (Picture Story Biography),Pamela Dell,4,Children's Books,"{""ISBN-13"": ""9780516441856"", ""Title"": ""Michael Chang - Tennis Champion"", ""Authors"": [""Pamela Dell""], ""Publisher"": ""Childrens Press"", ""Year"": ""1992"", ""Language"": ""en""}",1992,Pamela Dell,1990,pre_2010
165,590331264,0590331264.jpg,"Come On, Rain",Karen Hesse,15,Literature & Fiction,"{""ISBN-13"": ""9780590331258"", ""Title"": ""Come On, Rain"", ""Authors"": [""Karen Hesse""], ""Publisher"": """", ""Year"": ""1999"", ""Language"": ""en""}",1999,Karen Hesse,1990,pre_2010
167,080508830X,080508830X.jpg,Sitting Bull: The Life and Times of an American Patriot,Robert M. Utley,1,Biographies & Memoirs,"{""ISBN-13"": ""9780805088304"", ""Title"": ""Sitting Bull - The Life And Times Of An American Patriot"", ""Authors"": [""Robert M. Utley""], ""Publisher"": ""Macmillan"", ""Year"": ""2008"", ""Language"": ""en""}",2008,Robert M. Utley,2000,pre_2010
169,440246016,0440246016.jpg,Bad Luck and Trouble (Jack Reacher),Lee Child,17,"Mystery, Thriller & Suspense","{""ISBN-13"": ""9780440246015"", ""Title"": ""Bad Luck And Trouble - A Reacher Novel"", ""Authors"": [""Lee Child""], ""Publisher"": ""Dell Publishing Company"", ""Year"": ""2009"", ""Language"": ""en""}",2009,Lee Child,2000,pre_2010
171,1481427253,1481427253.jpg,The Silverwing Collection: Silverwing; Sunwing; Firewing (The Silverwing Trilogy),Kenneth Oppel,4,Children's Books,"{""ISBN-13"": ""9780689036132"", ""Title"": ""The Silverwing Trilogy - Silverwing; Sunwing; Firewing"", ""Authors"": [""Kenneth Oppel""], ""Publisher"": ""Aladdin Paperbacks"", ""Year"": ""2005"", ""Language"": ""en""}",2005,Kenneth Oppel,2000,pre_2010
